Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category	CMB	Device	Supported Platforms	Proceeds Reason	Preserved Pricing	Client	Order Type
APPLE	US	MDC001	Melhor das Casas	Melhor das Casas	1.1.3	1	7	0.00	01/25/2026	01/25/2026	BRL	BR	 	6757482578	0.00	 	 	 	 	Shopping		iPhone	iOS	 	 	 	 
